customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment
19648,60,48380,31,474,4,89,0.2,0.2,54,1,Card,Urban,Occasional
11475,59,154389,18,331,2,107,0.1,0.2,76,0,Card,Urban,Occasional
25788,19,39266,12,78,8,8,0.4,0,47,2,UPI,Rural,Regular
10272,65,27552,29,417,2,138,0.3,0.3,20,0,Card,Rural,Occasional
19305,40,29933,57,286,8,33,,0.2,54,2,UPI,Urban,High_Value
28154,22,47816,41,520,9,53,0.1,0.4,149,,UPI,Urban,High_Value
27706,62,35212,7,331,8,35,0.4,,85,4,Card,Urban,Occasional
47009,34,103719,41,715,7,93,0.1,0,88,1,Card,Urban,High_Value
37285,45,29563,13,341,3,89,0.4,0.1,82,0,Wallet,Urban,Loyal
40352,44,58162,62,297,4,55,0.2,0.1,50,2,Wallet,Semi-Urban,Loyal
23679,41,25414,23,749,8,79,0.5,0.1,57,0,Card,Urban,Regular
1864,51,77862,65,185,2,54,0.5,0,127,2,Card,Urban,Occasional
39935,60,42268,4,488,11,42,0.3,0.2,,0,Card,Urban,Occasional
2594,38,52824,35,,4,84,,0.1,65,1,Wallet,Urban,Loyal
11038,62,47400,34,208,4,46,0.4,0.2,71,1,Card,Semi-Urban,Regular
33900,56,39412,20,273,2,83,0.1,0.3,29,4,Card,Urban,Occasional
4977,67,20803,58,352,,102,0.4,0.1,50,2,UPI,Rural,Occasional
13633,58,16400,7,,11,30,0.3,0.2,34,3,Card,Rural,Occasional
20639,37,25051,29,343,13,24,0.4,0.2,19,,Card,Urban,Regular
33648,54,,13,94,5,17,0.4,0,67,2,UPI,Urban,Regular
36558,34,20234,50,272,3,72,0.1,0.2,15,0,Wallet,Semi-Urban,Occasional
22310,46,,44,220,3,54,0.3,0.1,,2,UPI,Semi-Urban,Regular
26377,70,106059,46,176,2,61,0,0.2,37,2,UPI,Urban,Occasional
41377,43,58885,8,493,5,86,0.3,0.2,62,4,UPI,Urban,Regular
28504,30,25649,36,449,3,111,0.3,0,59,1,Card,Rural,Occasional
34233,21,27467,44,434,2,141,0.1,0.1,84,2,UPI,Urban,Occasional
3699,70,69115,17,528,7,69,0.4,0.1,23,1,Card,Urban,Occasional
26140,70,29105,72,,2,140,,0.3,24,0,Card,Rural,Occasional
42603,51,,51,286,7,36,0.4,0.3,21,3,Card,Semi-Urban,Loyal
29491,22,75884,34,467,13,34,0.2,0.1,76,,UPI,Semi-Urban,Loyal
45840,38,57944,69,202,9,21,0.2,0.1,20,0,Card,Semi-Urban,Loyal
14737,39,31738,19,355,10,33,,0.1,50,3,UPI,Urban,Loyal
35956,58,61264,11,273,2,85,0.2,0.2,104,2,Card,Urban,Occasional
3520,52,14483,61,1297,3,315,0.2,0.1,72,,Card,Rural,Occasional
29414,69,18019,4,243,5,42,0.1,0.3,36,0,Card,Semi-Urban,Occasional
43375,37,23323,29,191,2,55,0.2,0.3,61,5,Wallet,Urban,Regular
4963,29,56525,16,354,1,171,0.2,0.1,12,1,Wallet,Urban,Occasional
47216,62,17745,19,134,6,20,0.4,0.2,48,2,UPI,Urban,Regular
17771,30,29542,42,130,3,33,0.3,0.2,56,3,Card,Urban,Loyal
16072,55,52947,67,183,4,34,0.7,0.1,48,0,Card,Urban,Loyal
45843,67,43939,59,359,7,46,,0.1,52,2,Card,Urban,High_Value
3886,20,50475,70,213,6,30,,0.2,51,3,Wallet,Rural,Loyal
21825,23,11982,4,252,9,25,0.2,0.2,37,1,Card,Urban,Regular
15725,44,44053,4,262,2,88,0.2,0,13,0,UPI,Urban,Occasional
2005,38,10577,17,94,3,22,0.4,0.1,54,3,Card,Semi-Urban,Occasional
6057,28,32118,56,690,6,100,0.2,0.1,87,1,Card,Urban,High_Value
22293,21,,63,474,11,38,0.4,0.2,24,,Card,Urban,High_Value
3137,19,36980,35,605,1,273,0.2,0.2,156,1,Card,Urban,Occasional
21729,23,17387,33,413,2,142,,0.1,81,1,Wallet,Urban,Occasional
13098,55,26494,14,125,5,22,0.2,0.2,22,1,Wallet,Semi-Urban,Regular
34428,33,247972,12,157,4,32,0.5,0.2,,2,Card,Urban,Regular
44344,65,98141,50,164,9,16,0.2,0.1,31,2,Card,Semi-Urban,Loyal
49722,59,69904,56,414,2,165,,0.2,,3,UPI,Urban,Occasional
44727,54,69771,42,291,3,68,0.3,0.2,19,2,Card,Urban,Regular
4316,68,29260,60,,5,57,0.5,0.1,105,2,Wallet,Semi-Urban,Loyal
11434,49,18215,59,196,11,16,0.4,0.1,77,1,Card,Rural,High_Value
33239,25,39195,31,550,2,165,0.1,,44,4,Card,Urban,Regular
47413,38,30763,61,266,2,81,0.5,0.1,13,0,Card,Urban,Regular
29367,39,21009,49,345,4,72,0.2,0.1,77,3,Card,Rural,Occasional
31024,53,98460,9,276,13,19,0.1,0.1,138,3,UPI,Rural,Regular
17622,35,,9,94,4,20,0.2,0.1,,2,Card,Rural,Regular
13353,34,,62,203,10,19,0.6,0.1,143,3,Card,Rural,High_Value
25261,27,133552,15,1055,4,221,0.2,0.2,86,1,Card,Urban,Occasional
4806,68,27896,42,157,7,21,0.5,0.2,47,1,Card,Semi-Urban,Loyal
45637,51,139847,39,186,1,77,0.1,0,61,1,Card,Urban,Regular
29469,50,80747,13,197,2,64,0.1,0.1,208,0,Card,Semi-Urban,Occasional
30897,49,28783,67,74,13,5,0.2,0.3,37,0,Wallet,Urban,Loyal
22884,22,93335,55,280,2,89,0.2,0,74,0,Card,Urban,Regular
42329,46,132030,61,144,10,13,0.5,0.1,88,1,Card,Urban,Loyal
28815,61,25434,70,356,14,24,0,0.1,29,3,Card,Rural,High_Value
34797,23,20706,5,323,2,98,0.3,0.1,101,0,Card,Rural,Occasional
48681,35,21228,59,274,3,73,0.3,0,56,3,Card,Urban,Regular
16523,66,143344,7,223,7,29,0.1,0,77,2,UPI,Rural,Regular
34411,56,93874,27,373,11,30,0.3,0.2,38,5,Card,Rural,Occasional
30294,45,63407,20,303,1,134,0.6,0.2,24,1,Card,Urban,Regular
16862,38,65731,70,278,4,56,0.6,0,82,1,UPI,Rural,Occasional
37200,20,25596,43,394,6,55,0.1,0.1,124,0,UPI,Urban,Loyal
37715,45,36516,9,368,2,107,0.5,0.1,49,2,UPI,Urban,Regular
26362,52,21010,12,340,6,51,0.5,0.1,72,3,Card,Semi-Urban,Regular
23393,58,34254,4,496,1,215,0.1,0,39,1,Card,Semi-Urban,Occasional
40907,18,61471,12,196,1,100,0.4,,131,6,Card,Urban,Occasional
36274,38,70178,72,709,5,115,0.1,0,47,1,Card,Urban,High_Value
34976,24,95235,48,126,3,31,0.2,0.3,178,0,Card,Urban,Regular
48572,70,48771,37,416,4,88,0.4,0.5,12,1,Card,Rural,Occasional
22637,32,21364,62,625,7,80,0.1,0.3,41,2,Card,Semi-Urban,High_Value
38161,45,,29,377,4,74,0.2,0.2,21,1,Card,Semi-Urban,Occasional
32791,70,39115,59,519,10,48,0.1,0.1,27,1,Card,Urban,High_Value
34516,64,24916,11,179,7,23,0.3,0.2,54,1,Wallet,Urban,Regular
342,21,53113,4,360,3,84,0.3,0.3,39,5,Card,Semi-Urban,Occasional
28852,37,16382,16,481,6,69,0.4,0.1,80,3,UPI,Urban,Regular
15640,57,57299,3,301,1,150,0.1,0.1,188,,Card,Rural,Occasional
7482,46,27083,53,45,2,15,0.1,0.1,40,2,UPI,Urban,Regular
22173,61,33848,20,345,0,255,0.2,0.2,9,1,Wallet,Urban,Occasional
16236,32,45837,1,214,2,83,0.2,0.4,96,0,Wallet,Urban,Regular
34440,35,12733,41,353,1,141,0.2,0.1,65,0,Card,Semi-Urban,Occasional
9304,18,20413,15,537,4,114,0.5,0,87,1,Wallet,Urban,Regular
31764,32,41957,5,455,7,59,0.3,0.2,77,0,UPI,Semi-Urban,Occasional
4409,38,33144,55,416,1,237,0.3,0.2,153,0,Card,Rural,Occasional
15128,45,24887,4,,8,28,0.1,0.1,72,4,Card,Urban,Regular
20466,18,80597,15,246,6,36,,0,64,2,UPI,Urban,Regular
15179,60,18812,18,478,2,159,,0.2,32,0,Card,Urban,Occasional
16049,25,36612,63,383,7,45,,0,206,2,Card,Rural,High_Value
22270,48,52869,22,84,8,9,0.1,0,46,2,Card,Urban,Regular
48939,28,13662,33,136,2,42,0.2,0.1,32,1,Card,Urban,Occasional
19682,29,57185,35,150,12,11,0.2,,60,2,UPI,Semi-Urban,Loyal
18684,66,13643,23,266,8,29,0.5,0.1,25,3,Wallet,Semi-Urban,Occasional
35536,29,54797,20,258,2,76,0.2,0.1,110,,Wallet,Rural,Regular
16108,56,11912,18,267,4,57,0.3,0,32,4,Card,Semi-Urban,Occasional
13760,35,43868,72,290,8,32,0.3,0.2,237,5,UPI,Urban,High_Value
24494,68,23461,18,397,5,70,0.1,0.1,48,1,Wallet,Semi-Urban,Occasional
33815,68,24023,35,269,6,40,,0.3,36,2,Card,Rural,Occasional
38797,26,69403,19,,0,99,0.1,0.3,66,2,UPI,Semi-Urban,Occasional
9829,40,40169,15,649,3,147,0.1,0.3,203,1,UPI,Semi-Urban,Occasional
37811,32,53481,44,680,7,89,0.5,0,7,0,Card,Semi-Urban,High_Value
45298,52,16589,69,182,,81,0.1,0.2,41,1,Wallet,Semi-Urban,Regular
36297,40,31352,27,163,9,16,0.4,0.2,32,2,Wallet,Urban,Loyal
19139,59,,55,466,1,199,0.4,0.1,12,,Wallet,Urban,Occasional
28890,20,40242,21,332,1,191,0.4,0.1,46,0,Card,Urban,Occasional
11430,31,28664,3,366,5,57,0.6,0.5,20,3,Card,Rural,Occasional
8474,40,,30,496,7,59,0.3,0.1,75,3,Card,Urban,Regular
31429,67,179395,25,252,2,93,0.5,0.2,81,,UPI,Urban,Occasional
25230,37,90407,29,1377,5,212,0.2,0.2,53,4,Card,Rural,Occasional
48134,18,40215,23,289,2,106,0.5,0.2,20,0,UPI,Semi-Urban,Occasional
5344,46,,18,377,8,42,0.4,0.1,31,0,Wallet,Rural,Regular
6430,50,24007,70,196,6,27,0.4,0.2,132,0,UPI,Semi-Urban,Loyal
10099,31,73231,55,594,3,164,0.4,0.2,9,,Card,Urban,Occasional
32320,58,27984,1,243,2,78,0.2,0.1,34,1,Card,Semi-Urban,Occasional
19892,51,27040,65,144,1,68,0.4,0.4,62,4,Card,Semi-Urban,Occasional
7469,21,27601,72,402,16,24,0.4,0.1,53,,UPI,Rural,High_Value
34030,48,38873,25,314,11,26,0.1,0.2,30,1,UPI,Rural,Regular
38248,23,31334,13,116,12,9,0.1,0,21,2,Card,Semi-Urban,Occasional
9621,58,13287,46,526,1,272,,0.1,122,0,Wallet,Urban,Occasional
24561,62,59954,46,170,5,30,0.2,0.1,88,1,Wallet,Semi-Urban,Loyal
5298,57,50222,23,559,7,68,0.2,0,54,1,Card,Urban,Occasional
10440,33,47359,35,458,2,148,0.3,0,90,2,Card,Urban,Occasional
18111,45,18767,33,524,2,163,0.5,0.1,85,2,Card,Urban,Regular
9562,47,58446,41,143,5,23,0.2,,13,3,Card,Rural,Loyal
48361,66,86772,9,371,1,198,,0.2,92,2,Card,Rural,Occasional
7457,35,19341,55,294,2,89,0.2,0.1,72,0,Card,Urban,Regular
8664,30,34479,45,358,4,76,0.4,0,47,2,Card,Rural,Regular
43406,52,50973,7,328,3,85,0.2,0,42,2,Wallet,Urban,Regular
13507,37,26454,17,388,3,91,0.1,0,109,1,Card,Urban,Occasional
6891,25,130381,35,270,2,89,0.3,0.2,72,2,UPI,Semi-Urban,Occasional
46831,51,19732,28,135,2,53,0.6,0.4,68,0,UPI,Urban,Regular
46704,20,30941,69,318,3,74,0.6,0.2,26,0,Wallet,Urban,Occasional
39127,65,58595,15,323,2,126,0.2,0.2,17,0,UPI,Urban,Occasional
38473,31,45829,14,203,11,16,0.6,0.1,59,2,Card,Semi-Urban,Regular
6194,40,27362,45,383,2,121,0.2,0.3,,,Card,Urban,Regular
33181,62,33731,71,428,1,231,0.6,0.1,,5,Wallet,Semi-Urban,Occasional
4253,53,112548,56,133,11,11,0.2,0.5,42,0,Card,Semi-Urban,Loyal
15954,43,28255,30,339,7,44,0.2,0.3,79,3,UPI,Semi-Urban,Regular
30521,55,,13,555,5,89,0.2,0.2,,1,Card,Rural,Occasional
22808,67,50433,66,216,1,118,0.4,0.7,19,1,Card,Semi-Urban,Occasional
21584,25,18998,2,330,4,65,0.1,0,25,6,UPI,Semi-Urban,Occasional
2419,55,37561,37,453,5,73,0.5,0.2,44,0,Card,Semi-Urban,Occasional
43474,37,54100,54,509,7,60,0.6,0.2,108,1,UPI,Rural,High_Value
24110,68,52457,57,395,15,25,0.2,0,,0,Wallet,Urban,High_Value
36561,44,23981,23,105,2,36,0.4,0.2,69,1,Card,Rural,Occasional
31406,68,35495,12,332,3,84,0.5,0.2,32,1,UPI,Urban,Occasional
29906,58,72095,56,406,10,36,0.4,0.3,,1,Card,Semi-Urban,High_Value
1955,35,35487,36,1064,6,148,0.3,0,20,0,Card,Semi-Urban,Occasional
35072,39,27463,34,38,7,5,0.3,0,65,0,Card,Urban,Loyal
45791,64,31051,14,891,,385,0.4,,53,2,UPI,Semi-Urban,Occasional
10658,25,56290,23,130,1,55,0.1,0.2,76,3,Wallet,Urban,Occasional
3026,49,11013,14,154,1,91,0.6,0.6,61,1,UPI,Rural,Occasional
27392,67,21030,46,206,9,20,0.4,0,76,2,Card,Urban,Loyal
13971,58,39148,13,212,5,36,0,0,51,1,Card,Urban,Occasional
2117,39,14631,45,990,10,91,0.3,0.2,66,1,UPI,Urban,High_Value
44219,40,21028,46,121,3,34,0.2,0.3,72,1,Wallet,Urban,Occasional
18634,70,26714,4,561,6,78,0.2,0.3,31,0,Card,Semi-Urban,Loyal
7921,70,23242,70,153,4,31,0.4,0.1,,3,Card,Semi-Urban,Regular
31123,38,77347,70,212,7,26,0.2,0.1,82,3,Wallet,Urban,High_Value
7343,47,25876,69,206,5,36,0.1,0.2,16,0,Card,Urban,Loyal
22168,44,31228,10,,5,48,0.4,0.1,41,0,Card,Rural,Occasional
14132,55,29805,10,124,6,18,0.1,0.2,25,4,Card,Semi-Urban,Regular
2869,69,21709,51,,9,24,0.4,0.2,23,1,Wallet,Urban,Loyal
3654,70,31027,4,103,3,26,0.3,0,70,3,Card,Semi-Urban,Regular
21995,58,39877,70,269,4,49,0.6,0,34,0,Card,Semi-Urban,Loyal
22372,33,61000,55,168,1,70,0.1,0.1,32,0,Card,Semi-Urban,Occasional
26474,48,14988,42,331,4,68,0.2,0.1,113,0,Card,Rural,Regular
9737,35,26252,36,190,1,121,0.1,0.1,72,0,Card,Semi-Urban,Occasional
49794,47,11509,31,64,11,5,0.5,0.1,45,,UPI,Urban,Loyal
26601,50,64287,33,171,4,33,0.3,0.4,17,0,Card,Urban,Regular
25542,55,30940,5,520,2,151,0.4,,18,0,Wallet,Rural,Occasional
38906,51,40258,23,215,4,42,0.3,0.1,28,1,UPI,Semi-Urban,Regular
15086,62,35443,30,351,2,132,0.2,0.2,28,2,Card,Semi-Urban,Occasional
40413,33,31005,71,273,3,75,,0.4,43,2,Card,Urban,Regular
18279,61,15219,13,140,5,22,0.2,0.1,84,1,Wallet,Urban,Regular
18290,20,55323,40,308,3,83,0.1,0.1,4,2,Card,Semi-Urban,Occasional
2970,41,57624,48,80,1,35,0.2,0.1,12,2,Card,Urban,Occasional
28557,50,53799,58,230,3,52,0.1,0.1,83,1,Card,Urban,Regular
6836,64,99347,19,505,4,99,0.3,0.2,27,2,Card,Rural,Occasional
45468,69,40264,35,171,,31,0.3,0.1,36,2,Wallet,Semi-Urban,Occasional
13580,29,36072,63,485,9,48,0.5,0.5,,1,Wallet,Rural,High_Value
32129,52,24100,55,236,15,15,,0.2,59,0,Wallet,Urban,High_Value
23444,55,19492,61,248,2,98,0.2,0.2,27,1,Card,Urban,Regular
145,54,53764,63,89,7,12,0.2,0,38,,Card,Semi-Urban,Loyal
29707,19,,9,411,13,29,0.4,0.3,,1,Wallet,Urban,Regular
9878,22,115070,71,250,12,19,0.2,0.2,151,2,Card,Urban,High_Value
17582,24,10733,44,132,2,45,0.5,0,185,0,Card,Semi-Urban,Regular
33252,32,19248,32,543,3,149,0.8,0.1,122,1,Card,Urban,Regular
16345,57,54464,35,289,6,41,,0.2,27,1,Card,Semi-Urban,Occasional
24104,56,63881,51,776,3,173,0.3,0.3,,,Card,Rural,Occasional
47235,45,83985,62,198,8,23,0.2,0.2,97,1,Wallet,Urban,Loyal
4623,34,23084,51,199,10,17,0.2,0.3,51,0,UPI,Urban,Occasional
40553,20,14133,17,125,8,14,0.3,0.1,41,1,Wallet,Semi-Urban,Loyal
1254,32,84795,42,144,4,27,0.6,0.1,29,1,Card,Urban,Loyal
13076,65,16273,34,368,6,53,0.4,0.3,35,1,Card,Semi-Urban,Occasional
28365,31,,38,566,2,174,0.3,0.1,73,0,UPI,Urban,Occasional
7144,45,38937,22,428,7,55,0.3,0.1,43,1,UPI,Rural,Occasional
17839,37,188622,13,433,,137,0.4,0,,2,Card,Semi-Urban,Occasional
31493,42,32040,37,330,4,66,0.2,0,146,3,Card,Semi-Urban,Regular
30169,48,11501,21,663,4,134,0.2,0,22,1,Card,Urban,Regular
41841,30,31755,71,155,2,54,0.1,0.1,33,0,Card,Urban,Regular
40085,59,58688,34,143,8,17,,0,93,2,UPI,Semi-Urban,Loyal
12801,52,37402,29,247,3,55,0.1,0.1,50,1,Card,Rural,Occasional
6195,20,66767,4,474,7,58,0.4,0.4,64,0,Card,Rural,Occasional
13686,22,58474,50,203,7,24,0,0.2,131,0,Card,Urban,Loyal
23380,23,13737,20,339,4,65,0.1,0.1,,3,Card,Urban,Regular
27064,50,161474,60,134,3,33,0.3,0.1,,1,Wallet,Urban,Loyal
34163,44,40833,32,361,,74,0.5,0.1,80,0,UPI,Semi-Urban,Regular
45521,47,31316,52,357,3,92,0.4,0.1,58,1,Card,Rural,Occasional
16543,63,27649,1,315,5,51,0.3,0,120,1,Card,Semi-Urban,Occasional
14564,59,11912,54,496,6,68,0.1,0.2,78,0,Wallet,Rural,Loyal
26766,69,88648,63,190,,38,0.1,0.4,54,2,Card,Urban,Regular
49616,60,47806,56,198,3,56,0.2,0.3,8,3,Card,Urban,Occasional
10854,34,10272,47,115,2,40,0.4,0.1,22,,Wallet,Urban,Regular
29181,19,33428,51,738,5,115,0.2,0.1,94,2,Card,Urban,High_Value
39363,62,23571,50,562,3,143,0.3,0.1,93,1,Wallet,Urban,Occasional
38960,64,41301,12,652,3,148,0.4,0.2,47,1,Card,Urban,Occasional
12372,59,53094,56,177,2,51,0.3,0.2,102,0,UPI,Urban,Loyal
44510,40,23987,49,313,5,51,0.1,0.1,179,0,UPI,Rural,Loyal
28233,54,43391,57,460,6,65,0.4,0.2,35,1,Card,Semi-Urban,Loyal
12124,26,63056,36,109,3,28,0.1,0.1,65,2,Card,Urban,Regular
17312,40,19347,65,161,3,39,0.3,0.2,,1,Card,Rural,Regular
33818,33,39121,5,37,3,10,0,0.2,112,1,Wallet,Urban,Regular
3618,53,56016,7,525,1,277,0.1,0.3,26,2,Card,Urban,Occasional
1122,18,20482,32,101,2,33,0.2,0.1,12,2,Card,Urban,Occasional
48746,53,25078,16,343,5,56,0.6,0.2,30,2,Card,Rural,Occasional
26186,34,25885,37,,11,27,0.4,0,124,2,Card,Urban,High_Value
31589,22,24844,56,191,2,66,0.3,0.1,9,2,Card,Urban,Regular
43814,51,33137,44,111,6,16,0.3,0,25,2,Wallet,Semi-Urban,Loyal
24804,36,,31,118,3,30,0.3,0.2,82,1,Wallet,Urban,Occasional
28453,64,22478,40,203,4,41,0.3,0.1,40,3,UPI,Urban,Regular
35352,56,33307,26,327,3,85,0.2,0.2,54,3,Wallet,Urban,Regular
32606,21,19412,52,437,9,42,0.1,0,35,1,UPI,Urban,High_Value
31578,29,65772,31,295,2,96,0.3,0.3,17,,Card,Urban,Occasional
32898,56,93586,42,375,2,109,0.3,0.1,136,0,UPI,Urban,Occasional
21749,28,25787,68,314,6,44,0.1,0.3,90,3,UPI,Urban,High_Value
10211,45,11633,2,646,5,106,,0.3,84,1,UPI,Semi-Urban,Occasional
30479,36,66030,10,191,6,27,0.3,0.1,53,0,Card,Urban,Regular
24527,34,52089,46,560,7,69,0.2,0.4,67,0,Card,Urban,High_Value
39454,24,53926,38,275,5,43,0.4,0.2,29,2,Wallet,Rural,Loyal
48003,24,25788,44,319,,70,0.7,0.3,131,1,Card,Rural,Occasional
21366,45,33930,30,921,7,115,0,0,24,1,UPI,Urban,Occasional
22816,29,19259,37,370,3,96,0.1,,40,,Wallet,Semi-Urban,Occasional
33754,25,,42,159,3,41,0.2,0.2,100,0,Card,Semi-Urban,Regular
41620,59,30384,24,360,11,29,0.4,0.1,26,1,Card,Rural,Loyal
20331,55,42743,43,208,3,49,0.2,0.2,54,2,Wallet,Urban,Regular
27652,22,36888,64,225,3,58,0.4,0.1,74,2,Card,Semi-Urban,Regular
16034,53,41386,70,58,2,17,0.5,0,197,0,Wallet,Urban,Regular
45694,65,26245,68,426,3,97,0.4,0,15,2,UPI,Semi-Urban,Occasional
43868,37,222132,9,254,2,80,0.2,0.2,42,0,Wallet,Rural,Occasional
7880,33,25739,13,130,6,19,0.1,0.1,63,2,Card,Urban,Regular
2085,58,37256,29,380,,36,0.2,0.1,71,,Card,Urban,Loyal
36921,35,75286,32,292,6,41,0.1,0.2,77,1,UPI,Semi-Urban,Regular
12688,69,18149,41,422,4,87,0.3,0.1,2,2,Card,Semi-Urban,Regular
13322,23,48507,63,345,9,33,0.3,0.4,59,0,UPI,Rural,High_Value
17833,49,,53,153,9,16,0.2,0,,0,UPI,Urban,Loyal
32611,31,106378,71,544,7,70,0,0.1,64,2,Wallet,Semi-Urban,High_Value
46169,19,33882,57,406,7,50,0.6,0.3,21,2,Wallet,Rural,Loyal
45418,52,53958,57,329,2,120,0.1,0.2,110,1,UPI,Urban,Regular
4036,38,58299,68,285,10,27,0.2,0.1,10,0,UPI,Urban,High_Value
23657,40,42609,9,340,4,68,0.1,0,14,2,Card,Urban,Occasional
19013,66,,29,295,5,46,0.5,0,,1,Card,Semi-Urban,Regular
44034,47,19069,64,439,2,132,0.5,0.4,77,3,Wallet,Urban,Occasional
400,38,44959,10,671,2,214,0.2,0.1,105,1,Card,Urban,Occasional
28161,47,33974,68,127,,34,0.2,0,29,1,UPI,Urban,Regular
17437,61,33334,36,1172,6,175,0.6,0.1,93,4,Card,Semi-Urban,Occasional
41096,22,26713,6,154,13,11,0.5,0.2,,1,Card,Urban,Regular
22495,50,43270,31,145,,39,0.1,0,24,2,Card,Urban,Regular
30823,55,72659,40,255,2,101,0.3,0,31,0,Wallet,Semi-Urban,Occasional
20051,19,15817,4,,7,23,0.5,0.2,202,1,UPI,Urban,Regular
40023,20,71985,46,,6,90,0.6,0.1,84,0,UPI,Urban,Loyal
12760,61,18277,31,64,2,21,0.4,,97,0,Wallet,Urban,Occasional
31167,32,65959,20,223,6,30,0.2,0.1,,3,UPI,Semi-Urban,Regular
6468,38,43743,30,645,12,51,0.2,0.1,127,5,Card,Urban,Regular
32238,19,13714,21,111,12,9,0.3,0.2,92,2,UPI,Urban,Loyal
1373,34,19486,23,,3,61,0.4,0.2,125,1,Card,Urban,Occasional
38359,29,30139,11,499,4,98,0.1,0,,,UPI,Urban,Occasional
927,27,20204,70,511,4,98,0.2,0.1,66,0,Card,Urban,High_Value
35818,54,49007,34,242,5,43,0,0.3,90,0,Wallet,Urban,Regular
10116,27,42478,14,484,3,136,0.1,0.2,117,1,Card,Urban,Occasional
8319,27,94143,41,185,2,57,0.4,0.1,6,2,UPI,Semi-Urban,Occasional
26073,22,47880,25,,5,82,0.3,0.1,36,1,Card,Urban,Regular
29730,32,41170,16,1131,0,829,0.5,0.3,91,4,Card,Urban,Occasional
9626,50,19064,58,543,4,111,0.5,0.1,48,1,Wallet,Urban,Occasional
3786,56,,34,248,4,45,0.2,,168,3,Card,Urban,Occasional
20886,67,13224,58,539,12,43,0.1,0.1,34,1,Card,Rural,High_Value
6905,56,104611,7,223,14,15,0.3,0.3,35,1,UPI,Urban,Occasional
6479,66,23395,11,357,3,97,0.5,0.1,,2,Card,Semi-Urban,Regular
27149,44,52505,54,524,4,101,0.4,0.1,36,0,Card,Urban,High_Value
33658,38,20356,14,40,,3,0.5,0.1,34,1,UPI,Semi-Urban,Loyal
38900,39,16341,12,340,3,76,0.4,0.1,115,1,UPI,Semi-Urban,Occasional
26817,40,27785,60,117,6,17,0.2,0.3,61,3,UPI,Urban,Loyal
35547,31,,19,285,5,48,0.2,0,38,1,Card,Semi-Urban,Occasional
41572,67,40311,52,,10,4,0.3,0.2,16,1,Card,Urban,Loyal
24448,30,51431,62,,13,44,0.1,0.1,,7,Card,Urban,High_Value
30246,30,38167,72,599,2,175,0.2,0.2,98,3,UPI,Semi-Urban,Occasional
22558,62,16515,45,405,6,59,0.4,0.2,137,0,Card,Urban,Loyal
45579,22,31358,49,194,6,28,0.4,0.2,53,0,Card,Semi-Urban,Loyal
17736,63,14435,26,337,2,118,0.3,0,,1,Card,Urban,Occasional
25981,63,25776,35,199,9,19,0.3,0.1,42,2,Card,Semi-Urban,Loyal
5865,26,122816,50,390,5,69,0.1,,12,1,Card,Urban,Loyal
6530,62,21653,23,250,6,37,0.7,0.4,105,1,Wallet,Rural,Occasional
10537,36,28216,3,145,6,19,0.2,0.1,45,3,Wallet,Rural,Occasional
28213,48,110771,16,,7,49,0.3,0.1,48,0,Card,Urban,Occasional
7361,68,78676,51,348,3,92,0.1,0.2,24,1,UPI,Urban,Occasional
38903,33,55011,3,243,4,51,0.6,0.2,29,1,UPI,Urban,Occasional
12511,50,82667,17,511,4,94,0.4,0.3,15,1,Card,Semi-Urban,Occasional
10454,57,31500,38,174,5,29,0.1,0.3,67,3,UPI,Urban,Loyal
18378,49,104240,25,171,8,18,0.3,0,,2,UPI,Urban,Loyal
20738,44,11216,72,570,11,46,0.1,0.1,36,1,Card,Urban,High_Value
43336,56,50452,3,208,1,101,0.3,0.1,28,2,Wallet,Rural,Occasional
8394,18,30556,41,175,5,30,0.3,0.3,40,1,Card,Semi-Urban,Loyal
21103,59,44478,3,564,,102,0.2,0.1,23,2,Card,Semi-Urban,Occasional
1163,28,60362,35,453,8,48,0.4,0,9,2,Wallet,Rural,Occasional
2532,47,42574,10,299,4,63,0.1,0.2,,4,Card,Urban,Occasional
7845,68,60692,5,424,5,76,0.1,0.2,2,0,Card,Semi-Urban,Occasional
26048,25,33841,44,637,7,81,0.4,0.1,36,0,UPI,Urban,High_Value
39017,32,42094,59,141,2,47,0.3,0.2,88,3,Card,Semi-Urban,Regular
41843,39,31087,37,252,35,7,0.5,0,21,2,UPI,Urban,High_Value
12703,48,16453,5,95,7,12,0.2,,41,3,Card,Urban,Regular
33513,41,36923,51,547,5,88,0.2,0.2,50,1,Card,Rural,High_Value
19803,24,45435,36,183,4,37,0.2,,66,2,Card,Semi-Urban,Regular
5752,68,52399,60,223,4,41,0.4,0.1,105,5,Card,Urban,Loyal
34356,35,13183,48,279,6,39,0.1,0.3,30,4,UPI,Rural,Loyal
30770,48,,42,690,6,105,0.3,0.4,56,0,Card,Semi-Urban,High_Value
36493,36,51631,37,754,2,229,0.1,0.1,90,3,Card,Semi-Urban,Occasional
25058,58,41957,8,173,11,15,0.3,0.4,85,0,UPI,Semi-Urban,Regular
15822,66,32982,6,259,3,62,0.5,0.2,45,3,Card,Rural,Occasional
28284,43,57809,43,343,2,99,0.3,0.2,37,2,Card,Rural,Occasional
13651,20,28514,65,200,5,34,0.4,0.1,27,1,UPI,Rural,Loyal
